pre,temp,sault,density
549.3,12.311,34.418,26.09158364
579.4,11.643,34.362,26.17469919
609,10.797,34.295,26.2761435
639.6,9.367,34.188,26.43488913
669.5,8.827,34.145,26.48740818
699.1,8.222,34.114,26.55580747
729.2,7.573,34.064,26.61144609
758.9,6.748,34.019,26.68973195
789.2,6.316,34.035,26.75903319
818.7,6.103,34.061,26.80691383
849.1,5.894,34.101,26.86487677
879.5,5.492,34.126,26.9335899
909.1,5.25,34.147,26.97890021
938.8,5.003,34.175,27.02965399
969,4.736,34.198,27.07794526
999.5,4.386,34.205,27.12150989
1099.2,3.883,34.286,27.23849301
1199.1,3.506,34.332,27.31270767
1299.2,3.16,34.378,27.3823815
1399.4,2.913,34.419,27.43795234
4.4,17.78,34.851,25.21209357
9.5,17.781,34.851,25.21206031
14.5,17.785,34.851,25.21128978
19.1,17.78,34.851,25.21270221
24.2,17.779,34.851,25.21315779
29.5,17.78,34.851,25.21313304
34.3,17.789,34.851,25.21113286
39.1,17.786,34.851,25.212065
44,17.782,34.851,25.21324545
49.3,17.799,34.852,25.21007761
54.4,17.788,34.851,25.21221108
59.3,17.792,34.851,25.21143721
64.4,17.795,34.85,25.21014971
69,17.795,34.85,25.21034081
74.3,17.796,34.85,25.21031673
79.1,17.796,34.849,25.20974993
89.1,17.797,34.849,25.20992142
98.8,17.797,34.849,25.21032489
108.9,17.8,34.849,25.21001249
119.1,17.794,34.847,25.21036965
129.4,17.706,34.832,25.22075035
139,17.568,34.821,25.24620594
149,17.558,34.832,25.25746949
159.4,17.547,34.831,25.25978941
168.8,17.531,34.827,25.26097492
179.2,17.53,34.828,25.26240863
189,17.538,34.832,25.26394359
199.1,17.539,34.832,25.26411554
208.7,17.538,34.832,25.26475048
219,17.537,34.833,25.26618101
229.2,17.532,34.834,25.26857363
239.2,17.504,34.83,25.27267395
248.8,17.356,34.813,25.29562607
259.5,17.198,34.793,25.3184953
269.2,17.138,34.795,25.33470519
279.6,17.099,34.794,25.3436203
289.1,17.021,34.783,25.35404726
299.1,16.988,34.779,25.35917796
309.4,16.808,34.758,25.38586008
319.2,16.73,34.748,25.39684058
329.5,16.66,34.743,25.40975415
339.3,16.56,34.734,25.42650242
349.3,16.5,34.73,25.43773691
359.2,16.354,34.715,25.46033047
369,16.149,34.698,25.49467796
379,16.066,34.69,25.50783259
389.1,15.887,34.672,25.53497689
399.1,15.706,34.655,25.56302559
429.5,15.218,34.619,25.64476005
458.9,14.715,34.581,25.72582117
489.3,13.963,34.528,25.84489144
519.3,13.279,34.477,25.9462602
549.4,12.53,34.427,26.05633941
579.3,11.689,34.371,26.17317251
608.8,10.958,34.308,26.25773375
639,10.191,34.248,26.34513489
669.2,9.198,34.171,26.44927505
699.2,8.326,34.115,26.54102679
729.4,7.562,34.072,26.6193032
758.9,6.836,34.035,26.69062506
789,6.429,34.072,26.77371972
819.4,6.026,34.077,26.82919734
849.2,5.68,34.116,26.90284125
879.2,5.468,34.134,26.9427643
909.5,5.306,34.149,26.97398743
939.1,4.976,34.173,27.03111567
969.4,4.778,34.196,27.07173829
999.5,4.579,34.221,27.11360194
1099.4,4.007,34.276,27.21807381
1199.4,3.527,34.335,27.31310022
1299.3,3.292,34.372,27.36548189
1398.9,3.057,34.409,27.41717792
4.6,20.012,34.996,24.7557479
9.4,20.009,34.995,24.75600961
14.2,20.025,34.995,24.75202319
19.5,20.026,34.995,24.75201744
23.8,20.026,34.994,24.75146404
29.1,20.026,34.995,24.75248496
34.4,20.028,34.994,24.75145283
39,20.029,34.995,24.75217602
43.9,20.03,34.994,24.75138829
48.8,20.03,34.995,24.75238995
53.9,20.031,34.995,24.75237489
58.9,20.029,34.994,24.75238332
63.8,20.03,34.994,24.7523586
69.2,20.03,34.994,24.75262201
74.1,20.029,34.993,24.7523619
79.3,20.029,34.993,24.75261561
84.3,20.032,34.994,24.75283157
89.2,20.033,34.994,24.75280715
94.4,20.03,34.993,24.75308902
99.4,20.027,34.992,24.75336097
104.1,20.033,34.993,24.75277198
109.4,20.028,34.993,24.75434857
114.2,20.032,34.993,24.75352895
119.5,20.039,34.994,24.75270594
124.4,20.026,34.991,24.75408255
129.6,19.998,34.983,24.75560621
134.2,19.785,34.942,24.78040298
139.4,18.987,34.865,24.92761361
144,18.646,34.853,25.00489501
149.4,18.479,34.847,25.04241388
154,18.224,34.833,25.09536108
159.1,18.133,34.827,25.11349435
164.5,17.897,34.812,25.16026551
169.4,17.775,34.804,25.18414571
174.6,17.673,34.795,25.20227995
179.5,17.537,34.788,25.23005838
184.1,17.453,34.784,25.24744319
189.3,17.392,34.784,25.26233014
194,17.323,34.783,25.27831307
199.5,17.272,34.784,25.29151379
209.1,17.201,34.787,25.311162
219.5,17.114,34.79,25.3346
229.4,17.037,34.784,25.34866805
239.4,16.985,34.778,25.35677016
249.4,16.943,34.771,25.36171537
259.2,16.842,34.761,25.37822298
269,16.723,34.749,25.39730987
279.2,16.622,34.738,25.41284737
289.3,16.493,34.725,25.43324157
298.9,16.375,34.714,25.45245378
309.2,16.265,34.703,25.46971808
319.2,16.225,34.698,25.47542941
329.6,16.011,34.682,25.51238886
339.5,15.932,34.674,25.52453098
349.6,15.772,34.66,25.55026893
359.1,15.535,34.659,25.60294702
369.3,15.196,34.629,25.65524626
379.4,14.803,34.583,25.70577514
389.2,14.683,34.58,25.72964717
399.1,14.309,34.542,25.78035899
409.4,14.191,34.54,25.80401688
419.5,13.955,34.524,25.84132073
429.1,13.619,34.5,25.89239613
439,13.394,34.484,25.92613203
449.1,13.187,34.468,25.95575879
458.7,13.009,34.451,25.97840285
468.8,12.581,34.409,26.03030116
479.2,12.406,34.396,26.05439001
489.5,11.996,34.363,26.10725733
499.5,11.755,34.347,26.14026979
519.4,11.192,34.312,26.21682002
539.2,10.428,34.263,26.31409357
559.2,9.934,34.225,26.36893214
579.2,9.22,34.174,26.44643856
599.4,8.791,34.135,26.48393701
623.8,7.89,34.07,26.56897804
649.5,7.183,34.037,26.64359285
674.2,6.607,34.006,26.69698697
699,5.998,34,26.77040306
724.1,5.599,33.997,26.81701763
749.3,5.564,34.053,26.86580409
774.3,5.297,34.076,26.91577126
799,5.147,34.089,26.94365605
824.2,4.987,34.104,26.9739972
848.9,4.813,34.13,27.01431594
874.5,4.616,34.162,27.06156229
899.3,4.496,34.178,27.08743645
924.2,4.331,34.2,27.1226558
949.2,4.195,34.228,27.15933393
974.1,4.061,34.249,27.19002796
999.4,4.011,34.259,27.20328516
1049.3,3.761,34.294,27.25654064
1099.4,3.54,34.328,27.30548907
1149.4,3.427,34.345,27.33017371
1198.9,3.261,34.373,27.36838349
1249.1,3.104,34.403,27.4070505
1299.3,2.96,34.428,27.44027588
1349.3,2.877,34.446,27.46233007
1399.2,2.761,34.469,27.49114566
1449.1,2.652,34.487,27.51520373
1499.3,2.561,34.502,27.53521074
1549.1,2.471,34.514,27.55262597
1599.4,2.392,34.524,27.56744292
1649.3,2.349,34.537,27.58167384
1699.5,2.288,34.546,27.59412328
1749,2.219,34.555,27.6071524
1798.9,2.181,34.565,27.61849005
1849,2.114,34.574,27.63126929
1899.1,2.056,34.581,27.64169275
1949.2,2.01,34.59,27.6527589
1994.5,1.972,34.594,27.65914957
4.2,19.709,35.018,24.85204506
9.6,19.713,35.016,24.84973095
14.4,19.712,35.016,24.85022097
19.2,19.722,35.017,24.84860077
23.9,19.72,35.016,24.84858425
28.9,19.722,35.016,24.84830035
34.3,19.723,35.017,24.84906014
39.2,19.724,35.017,24.84903285
44.2,19.724,35.016,24.84850833
49,19.729,35.016,24.84743151
54.2,19.726,35.016,24.8484636
59.2,19.727,35.016,24.84844133
63.9,19.729,35.015,24.84738032
68.8,19.729,35.014,24.84685128
74.1,19.729,35.015,24.84786798
79.3,19.73,35.015,24.84785552
84.3,19.724,35.014,24.848898
89.1,19.717,35.012,24.84942812
93.9,19.726,35.014,24.84883502
99.2,19.718,35.013,24.85041334
104.1,19.713,35.011,24.85042571
109.4,19.71,35.009,24.84993511
114.5,19.608,34.995,24.8660529
119.4,19.512,34.981,24.88051108
124.6,19.313,34.951,24.90923177
129.5,18.82,34.883,24.98330097
134.6,18.351,34.843,25.07063839
139.5,18.174,34.828,25.10328813
144.4,17.979,34.817,25.14313937
149.1,17.843,34.813,25.173597
154.2,17.763,34.808,25.18950374
159.5,17.707,34.805,25.20105783
164.6,17.639,34.801,25.21471898
169.3,17.536,34.797,25.23678381
174.3,17.525,34.797,25.23964583
179.5,17.458,34.792,25.2521869
184.2,17.358,34.787,25.27259116
189.5,17.324,34.787,25.2809607
194.2,17.274,34.786,25.29235713
199,17.245,34.787,25.30025155
209.1,17.165,34.791,25.32281478
219.3,17.103,34.789,25.33643968
229,17.03,34.779,25.34647333
239.2,16.964,34.775,25.35942499
249.3,16.887,34.765,25.37031479
259.2,16.779,34.756,25.38918331
269,16.715,34.75,25.39995061
279,16.626,34.74,25.4134437
288.8,16.532,34.731,25.42878055
299.4,16.383,34.717,25.45293172
308.7,16.299,34.708,25.46572493
319.2,16.189,34.697,25.48291369
329.4,15.995,34.68,25.5144806
339.2,15.736,34.661,25.55876871
349.3,15.561,34.655,25.5937202
359.5,15.471,34.652,25.61182238
369.1,15.244,34.632,25.64698905
379.4,14.976,34.602,25.682903
389.3,14.605,34.566,25.73558342
399.2,14.358,34.542,25.76999198
408.9,14.031,34.521,25.82283933
419,13.727,34.496,25.86682835
429.4,13.688,34.491,25.87129036
439,13.548,34.481,25.89249926
449.2,13.251,34.469,25.94368063
459.2,13.101,34.46,25.96705943
469.3,12.83,34.441,26.00637449
479.4,12.609,34.427,26.0390978
489.4,12.35,34.406,26.0732039
499.1,11.962,34.382,26.12867472
519.2,11.292,34.334,26.21582647
539.1,10.597,34.285,26.3018993
559.3,9.713,34.209,26.39322257
579.1,8.979,34.14,26.45807968
599.4,8.385,34.099,26.51792723
624.4,7.679,34.062,26.593183
649.2,7.109,34.035,26.65217977
674.4,6.388,34.008,26.72705155
699.2,5.873,33.989,26.77716409
724.1,5.462,33.992,26.82935815
748.9,5.242,34.026,26.88227304
774.4,5.153,34.067,26.92527925
799,5,34.103,26.97148719
824.3,4.807,34.13,27.01474416
848.8,4.678,34.149,27.04424863
874.1,4.539,34.169,27.07543928
899,4.39,34.192,27.10984617
924.3,4.246,34.215,27.1434801
949.3,4.123,34.235,27.17233039
974.3,3.988,34.26,27.20619882
999.2,3.85,34.272,27.22980396
1049.2,3.63,34.311,27.28287587
1099.1,3.529,34.329,27.30733657
1149.1,3.365,34.357,27.34557071
1199.4,3.246,34.379,27.37455932
1249,3.104,34.407,27.41024369
1299.2,2.983,34.431,27.44062921
1349.4,2.859,34.448,27.46550433
1399.4,2.766,34.467,27.489117
1448.9,2.686,34.48,27.50671347
1499.5,2.581,34.494,27.52713606
1549.5,2.519,34.511,27.54625393
1599.3,2.374,34.528,27.57210946
1649.1,2.312,34.54,27.58705973
1699.4,2.246,34.552,27.6022818
1749,2.182,34.561,27.6148812
1799.1,2.143,34.566,27.62227254
1848.9,2.095,34.573,27.63194231
1899,2.056,34.581,27.6416921
1948.6,2.025,34.587,27.64920272
1992,2.005,34.592,27.65502059
4.3,19.966,35.024,24.78921676
9.5,19.97,35.024,24.78841538
14.5,19.966,35.023,24.78894854
19.4,19.964,35.023,24.78971288
24.4,19.969,35.024,24.7894017
29.2,19.97,35.024,24.78937133
34,19.961,35.022,24.79044809
39.2,19.934,35.024,24.79933041
44.4,19.904,35.017,24.80212712
49.5,19.893,35.014,24.8029739
54,19.859,35.01,24.80906243
59.3,19.845,35.011,24.81375224
64.3,19.779,35.004,24.82593452
69.1,19.734,34.999,24.83411059
74,19.687,34.992,24.84126713
79.1,19.665,34.989,24.84495447
84.1,19.607,34.979,24.85265485
89.1,19.606,34.979,24.85315197
94.1,19.577,34.972,24.85558071
99,19.576,34.976,24.85912645
104.1,19.594,34.987,24.86309039
109.1,19.589,34.986,24.86386312
114.1,19.542,34.971,24.8648474
119.1,19.502,34.96,24.86705114
124.1,19.512,34.968,24.87080552
129.1,19.585,34.993,24.87119511
134.1,19.388,34.941,24.88271124
139.3,19.423,34.959,24.88766917
144.4,19.411,34.96,24.89177056
149.5,19.363,34.953,24.89904315
154.5,19.33,34.946,24.90242875
159.5,19.218,34.926,24.91615467
164.3,18.847,34.889,24.98262022
169.6,18.748,34.879,25.00023128
174.1,18.638,34.864,25.01665638
179.5,18.232,34.844,25.10289915
184.4,18.155,34.841,25.11986399
189.5,18.063,34.836,25.13894593
194.1,17.943,34.825,25.16020095
199.5,17.679,34.808,25.2118176
208.9,17.47,34.795,25.25279283
219.1,17.297,34.787,25.28861993
228.9,17.116,34.762,25.31300763
238.9,17.063,34.76,25.32445485
249.1,17.071,34.784,25.34138213
259.4,16.909,34.769,25.36859462
269.4,16.85,34.762,25.37750597
278.8,16.722,34.748,25.39715352
289.1,16.595,34.73,25.41337011
298.8,16.463,34.719,25.43594341
308.7,16.356,34.712,25.455668
318.8,16.294,34.706,25.46571438
329.3,16.172,34.694,25.48487284
339.2,15.981,34.674,25.51340164
349.3,15.846,34.665,25.53741808
359.3,15.684,34.656,25.56731505
369.4,15.595,34.649,25.58221207
379.1,15.411,34.645,25.62043866
389.3,15.172,34.623,25.65657554
399.4,14.958,34.603,25.68826115
409,14.709,34.581,25.72547466
419.4,14.55,34.567,25.74909582
429,14.323,34.553,25.78684159
439.3,14.144,34.537,25.81250277
449.4,13.795,34.515,25.86842382
459.6,13.56,34.497,25.90304084
469.6,13.286,34.476,25.9426421
479.3,12.834,34.44,26.00508676
489,12.637,34.426,26.03312208
499.1,12.441,34.408,26.05747544
519.2,12.009,34.366,26.10788772
539.6,11.225,34.317,26.21521863
559.5,10.495,34.274,26.31151116
579.1,9.968,34.235,26.37144199
599.4,9.279,34.184,26.44517879
624.3,8.2,34.103,26.54923344
649.4,7.43,34.062,26.6288957
674.5,6.934,34.047,26.68577972
699,6.465,34.056,26.75529263
724,5.734,34.004,26.80628232
749.5,5.435,34.003,26.84152423
774.1,5.33,34.039,26.88260991
799,5.144,34.086,26.94162179
824.3,4.935,34.11,26.98460677
849.4,4.775,34.133,27.02090291
874,4.623,34.155,27.05523886
899,4.478,34.17,27.08300321
924.5,4.312,34.192,27.11829442
949.2,4.149,34.221,27.15851789
974.3,3.983,34.247,27.19635756
999.1,3.879,34.265,27.22133912
1049,3.667,34.303,27.2729069
1099.2,3.492,34.336,27.31644864
1149.5,3.373,34.358,27.34562193
1199.2,3.25,34.381,27.37578513
1249.4,3.134,34.402,27.40353587
1299.2,2.999,34.426,27.43521041
1349.2,2.872,34.451,27.4667632
1399.1,2.779,34.468,27.4887923
1449.4,2.694,34.484,27.50923379
1499.1,2.59,34.499,27.5303782
1549.4,2.492,34.514,27.55089289
1599.2,2.405,34.526,27.56798272
1648.8,2.342,34.537,27.58223647
1699.4,2.296,34.544,27.59187964
1749,2.24,34.552,27.60308359
1799.4,2.195,34.561,27.61418581
1848.8,2.162,34.568,27.62271251
1899.2,2.116,34.574,27.63144106
1948.9,2.064,34.582,27.64220163
2000.6,2.004,34.59,27.65354868
9.6,29.333,34.3,21.42793335
19.5,29.349,34.326,21.44287276
29.5,29.101,34.642,21.76393737
39.5,27.576,34.894,22.45576932
49.6,27.219,34.914,22.58655769
59.5,27.034,34.915,22.64724169
69.4,26.539,34.951,22.83220958
79.5,26.041,35.035,23.05248803
89.3,25.562,35.025,23.19408578
99.1,25.199,35.117,23.37558275
109.3,24.926,35.15,23.48427862
119.2,24.747,35.145,23.53530168
129.6,24.42,35.184,23.66375713
139.4,24.205,35.214,23.75125183
149.4,24.102,35.199,23.77113607
159.4,23.668,35.21,23.90812892
169.3,22.559,35.202,24.22300095
179.6,22.002,35.186,24.3685762
189.3,21.385,35.148,24.51129744
199.3,19.994,35.015,24.78447491
219.6,17.305,34.714,25.23072202
239.3,14.586,34.612,25.7703247
259.3,12.471,34.53,26.14000252
279.4,10.472,34.518,26.49986166
299.4,9.839,34.556,26.63832631
319.3,9.329,34.544,26.71364436
339.2,9.102,34.552,26.75692088
359.3,9.012,34.625,26.82884064
379.1,8.855,34.635,26.86192563
399.3,8.743,34.634,26.87909383
418.9,8.698,34.636,26.88803225
439,8.451,34.624,26.91716618
459.3,8.347,34.623,26.93260453
479.3,8.129,34.612,26.95720706
499.5,7.964,34.604,26.97580555
519,7.812,34.597,26.99296624
539.4,7.688,34.59,27.00582216
559.4,7.483,34.581,27.02850142
579.3,7.404,34.577,27.03687153
598.9,7.311,34.573,27.04713101
619,7.198,34.569,27.06008244
639.3,7.084,34.566,27.0738116
659,6.953,34.558,27.08576007
679.4,6.704,34.553,27.11573257
699.5,6.54,34.549,27.13461229
719.2,6.363,34.547,27.15643925
739.2,6.186,34.545,27.17790433
759,5.968,34.543,27.20414564
779,5.698,34.547,27.24095067
799.2,5.658,34.546,27.24526617
824.3,5.518,34.547,27.26326119
849,5.336,34.55,27.28756356
873.9,5.211,34.55,27.30247755
899.2,5.053,34.553,27.32337141
924.2,4.887,34.555,27.34406986
949.4,4.791,34.557,27.35666427
974.3,4.653,34.561,27.37535212
999,4.555,34.563,27.38788214
1049.1,4.284,34.57,27.42291156
1099.4,4.107,34.575,27.44580164
1199,3.819,34.583,27.48224711
1299.1,3.621,34.589,27.50734872
1399.2,3.361,34.598,27.54016656
1499.6,3.057,34.608,27.57688094
1599.4,2.86,34.616,27.60150787
1699.1,2.664,34.625,27.62633202
1799.2,2.436,34.635,27.65407733
1898.9,2.298,34.642,27.6715624
1999.3,2.225,34.646,27.68126928
9.6,29.104,34.422,21.59620529
19.2,29.106,34.422,21.59631347
29.4,29.021,34.419,21.6232715
39.4,27.868,34.85,22.32791043
49.4,27.127,34.948,22.64162202
59.1,26.491,34.948,22.84435088
69.4,26.269,34.965,22.92768914
79.4,26.144,35.18,23.12970849
89.1,25.747,35.201,23.26980426
99.5,25.479,35.176,23.33436241
109.2,24.954,35.089,23.42966585
119.3,24.418,35.133,23.62510686
129.5,23.878,35.165,23.8104214
139.5,23.515,35.155,23.91001573
149.2,22.64,35.109,24.128179
159.5,22.435,35.094,24.17563109
169.6,21.887,35.133,24.35986268
179.4,20.265,35.058,24.74470161
189.3,19.905,35,24.79591405
199.7,18.798,34.838,24.95760311
219.2,14.587,34.602,25.76174613
239.3,12.425,34.54,26.15616864
259.3,11.093,34.531,26.39925902
279.4,10.241,34.679,26.66555703
299.2,10.417,34.762,26.70022845
319.5,10.21,34.752,26.7287145
339.3,10.09,34.739,26.73955403
359.3,9.86,34.719,26.76335412
379.1,9.51,34.692,26.80093321
398.8,9.231,34.673,26.83197589
419.3,8.968,34.657,26.86198238
439,8.717,34.646,26.89325329
459.4,8.698,34.644,26.89500314
479,8.501,34.631,26.91565074
499.6,8.181,34.613,26.95051685
519.4,7.987,34.603,26.97192736
539.3,7.865,34.595,26.98394219
559.4,7.595,34.585,27.0156124
579,7.409,34.577,27.03615874
599.4,7.222,34.57,27.05724465
618.9,7.179,34.569,27.06272579
639.6,7.064,34.564,27.07499768
659.2,6.894,34.557,27.09300882
679.4,6.577,34.554,27.13341172
699.4,6.521,34.555,27.14184962
719.4,6.475,34.557,27.1497282
739.1,6.419,34.554,27.1549335
759.5,6.3,34.543,27.16193964
779,6.089,34.545,27.19072827
799.5,5.963,34.545,27.20683551
824.4,5.589,34.546,27.25391843
849,5.354,34.549,27.28464673
874.3,5.208,34.55,27.30283105
899.4,5.058,34.553,27.32280045
924.1,4.891,34.555,27.3436183
949.3,4.769,34.558,27.35990638
974,4.667,34.56,27.37301652
998.8,4.566,34.563,27.38668463
1048.8,4.39,34.567,27.40928851
1099.2,4.159,34.573,27.43882611
1199.1,3.829,34.582,27.48045458
1299.4,3.472,34.593,27.5248767
1399,3.197,34.604,27.56018146
1499.5,2.934,34.613,27.59185563
1599.5,2.71,34.622,27.61929091
1699.2,2.521,34.631,27.64315562
1799.4,2.427,34.636,27.6556169
1898.7,2.338,34.64,27.66674291
1998.9,2.247,34.645,27.67872199
8.4,8.034,32.685,25.45128676
9.5,8.033,32.685,25.45144749
19.2,8.016,32.684,25.45326664
28.8,8.023,32.684,25.45238596
39.3,8.026,32.685,25.45288327
48.7,8.016,32.684,25.45368148
59,8.003,32.685,25.45649524
68.8,8.01,32.684,25.45483452
79.2,7.996,32.683,25.45622345
89.2,7.985,32.681,25.45638552
99.5,7.965,32.663,25.44528958
109.6,6.424,32.925,25.86119375
119.3,5.72,32.997,26.0052535
129.4,5.615,33.009,26.02734954
139.5,5.542,33.028,26.05109751
149.3,5.382,33.107,26.13240348
159.4,5.178,33.24,26.26126939
169.4,5.115,33.377,26.37706037
179.2,5.072,33.543,26.51356894
189.4,5.05,33.639,26.59223914
199,5.05,33.698,26.63908717
219.2,4.97,33.753,26.69191998
239.1,4.786,33.775,26.73009211
259.5,4.628,33.781,26.7523535
279.6,4.437,33.791,26.78100712
299.2,4.383,33.822,26.81152049
319.4,4.363,33.849,26.83524653
339.1,4.317,33.871,26.85773118
359.1,4.31,33.901,26.882465
379.2,4.22,33.915,26.90316059
399.3,4.208,33.941,26.92523415
419.4,4.105,33.96,26.95113806
439.3,4.027,33.974,26.97039946
459.2,3.972,33.989,26.9880626
479.3,3.916,34.008,27.00897633
499.3,3.888,34.034,27.03262692
519.1,3.896,34.053,27.0470957
539.1,3.85,34.077,27.07094953
558.9,3.808,34.093,27.08801391
579.4,3.771,34.11,27.10536633
599.2,3.758,34.123,27.11714876
619.4,3.727,34.138,27.13229713
639.1,3.68,34.157,27.15218328
659,3.653,34.174,27.16850715
679.2,3.615,34.19,27.18509689
699,3.574,34.208,27.20355134
719.3,3.545,34.222,27.2176501
739.5,3.502,34.238,27.2346736
759.1,3.471,34.249,27.24654342
779.3,3.416,34.261,27.26147789
799.4,3.351,34.267,27.27252894
824.2,3.31,34.28,27.28690886
849.1,3.269,34.293,27.30126979
874.1,3.218,34.304,27.31493798
899.4,3.173,34.316,27.32882532
924.2,3.134,34.329,27.34293669
949.5,3.092,34.339,27.35491044
974.5,3.046,34.349,27.36722072
999.4,3.008,34.357,27.37719107
1049.3,2.919,34.377,27.40142433
1099.1,2.838,34.393,27.42166403
1149.3,2.766,34.408,27.44024681
1199.3,2.699,34.422,27.45753536
1249.1,2.626,34.437,27.47607365
1299.4,2.569,34.45,27.49160649
1399.2,2.452,34.475,27.52198956
1498.8,2.354,34.496,27.54745424
1599.2,2.268,34.515,27.57023913
1699.2,2.172,34.536,27.59531409
1799.4,2.096,34.553,27.61551463
1899.1,2.028,34.567,27.63261791
1999.1,1.971,34.578,27.64642256
8.5,7.923,32.692,25.47284184
9.4,7.923,32.692,25.47285428
19.1,7.924,32.69,25.47127426
29.1,7.902,32.69,25.47457894
39,7.895,32.689,25.47493679
49.5,7.885,32.688,25.47573295
59.5,7.886,32.689,25.47651275
69.4,7.891,32.69,25.4767171
79.6,7.91,32.694,25.47726923
89.1,7.922,32.698,25.47881592
99.6,7.917,32.697,25.47889684
109.6,7.88,32.696,25.48356474
119,6.135,32.958,25.92376799
129.6,5.726,32.999,26.00621613
139.4,5.567,33.035,26.05368728
149.2,5.337,33.127,26.15344566
159.7,5.181,33.275,26.28865421
169.4,5.114,33.395,26.39143596
179.3,5.091,33.555,26.52092079
188.9,5.062,33.658,26.60593085
199.1,4.942,33.703,26.65525284
219.4,4.87,33.733,26.68727779
239.4,4.581,33.737,26.7223562
259.4,4.595,33.773,26.74958356
279.4,4.481,33.787,26.77313334
299.3,4.384,33.822,26.81141541
319.2,4.355,33.864,26.84800801
339.1,4.341,33.903,26.8806317
359.4,4.266,33.93,26.91012976
379.3,4.21,33.951,26.93282034
399.4,4.153,33.973,26.95637703
419.2,4.122,33.996,26.9780178
439.4,4.04,34.006,26.99453162
459.5,4.004,34.031,27.01823796
479,3.946,34.049,27.03858123
499.5,3.925,34.063,27.05199353
519.2,3.889,34.079,27.06849262
539.1,3.825,34.096,27.08856604
559,3.771,34.109,27.10441948
579.4,3.732,34.127,27.12275014
599.4,3.72,34.145,27.13841286
619.1,3.688,34.16,27.15364364
639.1,3.63,34.174,27.17060006
658.9,3.591,34.184,27.18249278
678.9,3.556,34.196,27.19557771
699.2,3.529,34.209,27.20868046
719.2,3.5,34.224,27.22355869
739.2,3.467,34.239,27.23880908
759.2,3.412,34.25,27.25294157
779.3,3.372,34.26,27.26483128
799,3.333,34.272,27.27820073
824.3,3.292,34.284,27.29177798
849.1,3.247,34.296,27.30570198
874.4,3.19,34.312,27.32390035
899.2,3.127,34.326,27.34100741
924.1,3.093,34.336,27.35225037
949.3,3.048,34.347,27.36527155
974.2,3.013,34.356,27.37577304
999.5,2.977,34.364,27.38555266
1049.3,2.916,34.378,27.40248847
1099.4,2.851,34.391,27.41893063
1149.3,2.791,34.404,27.43488394
1199,2.733,34.417,27.45061815
1249.1,2.658,34.432,27.46935927
1299.3,2.594,34.445,27.48550423
1399.2,2.474,34.472,27.51777306
1499,2.368,34.494,27.54471792
1599.1,2.275,34.514,27.56887787
1699.2,2.185,34.534,27.5926885
1799.3,2.115,34.55,27.61163355
1899.1,2.033,34.567,27.63223478
1998.6,1.964,34.581,27.64935548
8.4,7.929,32.693,25.47276083
9.4,7.91,32.692,25.47472633
19.4,7.837,32.692,25.48534058
29,7.83,32.692,25.48647308
39.4,7.826,32.692,25.48718707
48.9,7.823,32.692,25.48774569
59.2,7.823,32.693,25.48867197
69.4,7.824,32.693,25.4886689
79,7.825,32.693,25.48865782
89.4,7.825,32.694,25.48958608
99.6,7.826,32.691,25.4872277
109.5,6.557,32.865,25.79680291
119.6,5.698,32.955,25.97467948
129.2,5.643,32.985,26.00504412
139.5,5.503,33.04,26.06517409
149.3,5.329,33.169,26.18762191
159.3,5.219,33.301,26.30489907
169.4,5.099,33.521,26.49298051
179.5,4.996,33.642,26.60064076
189.4,5.017,33.698,26.64274507
199.1,4.875,33.729,26.68337329
219.5,4.689,33.75,26.72076446
239.2,4.543,33.752,26.7383632
259.6,4.479,33.785,26.77160032
279.5,4.378,33.806,26.7991831
299.5,4.381,33.84,26.82603484
319.3,4.271,33.853,26.84809481
339.4,4.322,33.895,26.87627931
358.9,4.215,33.919,26.9067029
379.3,4.167,33.934,26.92376464
399.3,4.127,33.958,26.94713083
418.9,4.113,33.985,26.970194
439.3,4.072,34.008,26.99285116
459.5,3.886,34.022,27.02298117
479.2,3.846,34.047,27.04702348
499.1,3.819,34.07,27.06816809
518.9,3.809,34.097,27.09080362
538.9,3.73,34.112,27.11070507
559.5,3.704,34.129,27.12694868
579.4,3.672,34.145,27.1429706
599.4,3.641,34.159,27.15729174
619.3,3.614,34.174,27.17201044
639.2,3.587,34.186,27.18433107
659.3,3.556,34.201,27.19942135
679.3,3.523,34.215,27.2138955
699.1,3.49,34.227,27.22676191
719.4,3.451,34.239,27.2401901
739,3.405,34.252,27.25505494
759.2,3.367,34.264,27.26834982
779.5,3.322,34.277,27.28308113
799.5,3.287,34.286,27.29366546
824.4,3.248,34.296,27.30543741
849.5,3.197,34.307,27.31909458
874,3.163,34.316,27.32956544
899.1,3.132,34.324,27.33895472
924.6,3.092,34.335,27.35154605
949.5,3.05,34.344,27.36269721
974.6,3.014,34.352,27.37249165
999.2,2.983,34.359,27.38102176
1049.4,2.889,34.382,27.40806717
1099.3,2.813,34.399,27.42864178
1149.6,2.723,34.418,27.45195076
1199.5,2.645,34.435,27.4725382
1249.1,2.591,34.445,27.48542892
1299.2,2.523,34.459,27.50265382
1399.1,2.433,34.484,27.53075608
1499.6,2.344,34.503,27.55387474
1599.4,2.266,34.518,27.57280323
1699.3,2.19,34.534,27.59229514
1799.2,2.113,34.55,27.61178845
1899.4,2.032,34.567,27.63231335
1999.3,1.971,34.578,27.64642385
