pre,temp,sault,density
38.7,19.528,34.796,24.73130632
44.5,19.529,34.797,24.73208314
49.1,19.53,34.797,24.73204014
54.5,19.531,34.796,24.73127133
59.3,19.532,34.797,24.73200135
64.2,19.532,34.797,24.73223183
69.5,19.534,34.797,24.73196282
74.2,19.534,34.797,24.732184
79.5,19.533,34.795,24.73116559
89.1,19.534,34.796,24.73212191
98.7,19.535,34.797,24.73307843
109,19.529,34.802,24.73893555
119.2,19.535,34.809,24.74320672
129.1,19.531,34.81,24.74547306
139,19.529,34.81,24.74645778
149.5,19.519,34.81,24.74954158
159.3,19.516,34.812,24.75230711
169.1,19.326,34.814,24.80330259
178.9,18.381,34.823,25.04978695
189.3,18.244,34.819,25.08120752
198.8,18.061,34.812,25.1214522
209.2,17.925,34.807,25.15145873
219.3,17.822,34.803,25.17399968
228.8,17.62,34.804,25.22427102
238.8,17.506,34.806,25.25377045
248.8,17.445,34.805,25.26810765
259.1,17.363,34.803,25.2866929
268.8,17.276,34.806,25.31022117
279.1,17.232,34.811,25.32498257
289.4,17.224,34.811,25.32730501
299.4,17.199,34.811,25.33366733
308.9,17.182,34.809,25.33656301
319.5,17.153,34.807,25.34235404
329.5,17.133,34.806,25.34674093
339.3,17.108,34.804,25.35153468
349.3,17.057,34.796,25.35788592
359.2,16.917,34.778,25.37753176
369.1,16.874,34.772,25.38343434
379.2,16.738,34.754,25.40190067
389.1,16.52,34.728,25.43307694
399.4,16.394,34.711,25.44954495
429.2,15.881,34.663,25.53085868
459.5,15.311,34.621,25.62685377
489.1,14.698,34.577,25.72738064
519.5,13.983,34.526,25.84011679
549.3,13.366,34.486,25.93655784
579.2,12.686,34.437,26.03454319
609,12.054,34.397,26.12576588
639.1,10.895,34.327,26.28442592
669.3,10.226,34.286,26.36947893
699.4,9.153,34.173,26.45857316
729.2,8.338,34.113,26.5381531
759.4,7.623,34.062,26.60321794
789.5,6.792,34.015,26.68113642
819.3,6.063,34.018,26.77794526
849.4,5.695,34.043,26.84326485
879.1,5.525,34.066,26.88216047
909.4,5.222,34.1,26.9448899
939.3,4.961,34.12,26.99076248
969.1,4.617,34.103,27.01548597
999.3,4.609,34.127,27.03569749
1099,4.197,34.246,27.1747642
1199.2,3.686,34.295,27.26589677
1299,3.373,34.362,27.34996627
1399.4,3.095,34.404,27.4097742
4.4,20.482,34.8,24.48149762
9.5,20.492,34.8,24.47907907
14.6,20.496,34.8,24.47826491
19.2,20.503,34.799,24.47586129
24,20.505,34.799,24.4755671
29.2,20.505,34.799,24.47582802
33.9,20.505,34.799,24.47606388
39,20.51,34.799,24.47498254
43.9,20.508,34.799,24.47576352
49.2,20.509,34.799,24.47576223
53.8,20.508,34.8,24.4770227
58.8,20.507,34.799,24.47677926
64.1,20.495,34.804,24.48406354
69.3,20.486,34.806,24.48825376
74.4,20.487,34.806,24.48824253
79.4,20.469,34.808,24.49482535
89.5,20.33,34.827,24.54684621
99.3,20.315,34.828,24.55208218
109.2,20.254,34.837,24.57562608
119.4,20.164,34.851,24.61063558
129.4,20.141,34.855,24.62025672
139.1,20.125,34.86,24.62877234
148.9,20.17,34.906,24.65244511
159.3,20.086,34.905,24.67437616
169.3,20.023,34.908,24.69374999
179.1,20.022,34.911,24.69678063
189.3,19.956,34.912,24.71538716
199.6,19.911,34.908,24.72464019
209.4,18.771,34.842,24.96791325
219,18.452,34.832,25.04072957
229.3,18.442,34.831,25.04291041
239.1,18.363,34.828,25.06071678
249.4,18.001,34.811,25.1375877
258.9,17.815,34.803,25.17736562
269.2,17.664,34.787,25.20224571
279.5,17.407,34.766,25.24857891
289.6,17.217,34.751,25.28294139
299.5,17.112,34.762,25.31676278
309.3,17.067,34.774,25.33704028
319,17.015,34.777,25.35204244
329.1,17,34.777,25.35598909
339.1,16.885,34.767,25.37583149
349.2,16.797,34.756,25.38845269
359.3,16.666,34.746,25.41180589
369.2,16.551,34.736,25.43127174
379,16.4,34.72,25.45430933
389.4,16.144,34.684,25.48580583
399.5,15.987,34.667,25.5088511
429.4,15.25,34.621,25.63925849
459.1,14.356,34.548,25.77695294
489,13.339,34.477,25.93328776
519.3,12.282,34.407,26.08781469
549,11.818,34.393,26.16550221
579.4,10.645,34.293,26.30063167
609.1,10.028,34.299,26.41194937
639.2,9.174,34.266,26.52692915
669.4,8.465,34.251,26.62623814
699.1,8.156,34.243,26.66692974
729.2,7.55,34.237,26.75081123
759.3,6.607,34.215,26.86298426
789.4,5.841,34.18,26.93318312
819.4,5.576,34.171,26.95854767
849.1,5.186,34.188,27.01816226
878.9,4.966,34.201,27.05384855
909,4.789,34.22,27.08898451
939.1,4.706,34.241,27.11508757
969,4.534,34.268,27.15550294
999.3,4.298,34.303,27.20868047
1099.2,3.653,34.316,27.28502734
1199.5,3.352,34.374,27.36073265
1298.8,2.992,34.416,27.42784301
1398.7,2.809,34.431,27.45661517
4.6,19.683,34.84,24.7229882
9.5,19.696,34.839,24.71906769
13.8,19.696,34.839,24.719272
19.3,19.695,34.839,24.71979415
24.5,19.696,34.839,24.71978053
29.1,19.698,34.839,24.71947769
34.4,19.697,34.839,24.71999046
39.3,19.697,34.839,24.72022349
43.9,19.703,34.839,24.71887789
48.8,19.702,34.839,24.71937183
54,19.699,34.839,24.72040145
58.9,19.7,34.839,24.72037398
64.4,19.706,34.838,24.71830842
68.9,19.703,34.839,24.72006809
74.3,19.702,34.839,24.72058596
79.1,19.703,34.84,24.72131723
88.9,19.664,34.842,24.73346836
99.2,19.492,34.847,24.78241461
108.6,19.297,34.855,24.8392679
118.9,19.007,34.855,24.91394738
129.3,19.081,34.857,24.89708519
139.5,19.067,34.857,24.90112361
149.4,18.873,34.849,24.94477816
159.2,18.359,34.831,25.06053028
169,18.006,34.814,25.13524751
179.4,17.788,34.809,25.18522464
189,17.689,34.807,25.20818751
199.1,17.479,34.798,25.25252499
209,17.293,34.782,25.28533543
219.1,17.21,34.787,25.30941392
229.2,17.216,34.802,25.3198958
239.3,17.221,34.813,25.32754725
249.3,17.202,34.81,25.33017889
259.3,17.163,34.807,25.33757039
269.3,17.161,34.81,25.34074794
279.3,17.154,34.812,25.34434817
289.2,17.123,34.81,25.35058084
299.2,17.098,34.807,25.35461508
309.4,17.06,34.801,25.35942969
319.2,17.013,34.793,25.36480702
329.5,16.885,34.771,25.37852738
339.4,16.756,34.756,25.39768103
349.3,16.658,34.744,25.41175066
359.4,16.531,34.73,25.43093018
369.5,16.4,34.715,25.45010705
379.3,16.202,34.695,25.48062506
389.2,16.094,34.687,25.49951822
399.3,15.922,34.67,25.52588803
428.9,15.464,34.635,25.60270784
458.8,14.858,34.59,25.70191169
489.4,14.244,34.544,25.79846844
519.2,13.482,34.486,25.91217193
549.3,12.607,34.426,26.04060137
579.4,11.729,34.368,26.16341377
609.2,10.831,34.294,26.26936456
639.4,10.202,34.254,26.34795566
669.2,9.224,34.178,26.45060089
699.2,8.584,34.143,26.52387039
729.1,7.883,34.122,26.61250278
759.4,7.57,34.167,26.69335226
789.1,6.901,34.162,26.78243331
819.5,6.592,34.182,26.83970296
849,6.02,34.161,26.89669991
879.3,5.704,34.172,26.94459574
909.1,5.648,34.206,26.97860756
939,4.809,34.144,27.02674358
969.2,4.596,34.192,27.0884437
999.5,4.512,34.232,27.12955111
1098.9,3.976,34.299,27.23950916
1198.9,3.078,34.267,27.30043622
1299.5,3.295,34.381,27.37238738
1399.1,2.895,34.41,27.43233827
4.3,18.649,34.82,24.97271819
9.4,18.652,34.82,24.97218759
14,18.654,34.82,24.97188686
19.2,18.654,34.82,24.97211645
23.4,18.655,34.82,24.97205006
29.1,18.652,34.82,24.97305734
33.5,18.647,34.821,24.97527551
38.9,18.644,34.821,24.97626919
43.7,18.65,34.821,24.97497076
49.3,18.652,34.821,24.97471472
54.4,18.65,34.821,24.97544363
59.4,18.647,34.822,24.97718465
64.6,18.657,34.822,24.9748974
69.4,18.658,34.821,24.97409315
74.3,18.66,34.821,24.97380652
79.4,18.661,34.821,24.97378057
89.1,18.666,34.82,24.9721866
99.4,18.666,34.82,24.97264308
109.2,18.67,34.82,24.97207074
118.9,18.671,34.821,24.97301426
129.1,18.668,34.82,24.97345703
139.3,18.671,34.821,24.97391985
149.4,18.673,34.821,24.97386523
159.3,18.659,34.819,24.97629672
169.4,18.591,34.813,24.98923264
178.9,18.425,34.807,25.02657667
189,17.75,34.796,25.18492037
199.2,17.55,34.792,25.23079038
209.4,17.411,34.801,25.27161632
219.2,17.353,34.803,25.28747766
229.4,17.34,34.803,25.29100761
239.1,17.26,34.798,25.30671394
249.4,17.216,34.8,25.3191695
259.4,17.188,34.803,25.32854891
269.2,17.166,34.807,25.3372511
279.4,17.163,34.808,25.33914005
289.5,17.137,34.803,25.34189182
299.4,17.1,34.8,25.34877517
309.4,17.077,34.798,25.35309566
319.2,17.051,34.794,25.35657768
329.2,17.004,34.787,25.36272467
339.2,16.922,34.776,25.37403198
349.2,16.87,34.769,25.38129196
359.2,16.816,34.762,25.38899311
369.2,16.69,34.748,25.40812235
378.9,16.632,34.742,25.4174134
389.1,16.502,34.728,25.43724971
398.9,16.369,34.716,25.45913542
429,15.941,34.673,25.52497452
459.5,15.359,34.625,25.61933645
489.5,14.284,34.549,25.79390491
519.4,13.177,34.471,25.96209451
549.4,12.459,34.42,26.06465017
579.5,11.521,34.358,26.19409235
609.2,11.032,34.329,26.26089716
639.4,10.551,34.29,26.31600249
669.2,9.441,34.245,26.46807155
699.2,9.108,34.251,26.52680277
729.1,8.365,34.206,26.6070777
759.3,7.507,34.142,26.68261015
789.6,6.619,34.088,26.76159717
819.5,6.06,34.079,26.82653502
849,5.743,34.094,26.87780271
878.8,5.445,34.119,26.93359833
909.3,5.008,34.125,26.9891337
939.3,4.801,34.173,27.05064796
969.4,4.632,34.206,27.09566182
999.4,4.491,34.223,27.1246487
1099.1,4.06,34.28,27.21587341
1199.6,3.566,34.341,27.31415307
1299.1,3.279,34.381,27.37386446
1399.3,2.977,34.424,27.43629554
3.7,18.257,34.829,25.07765491
8.9,18.269,34.832,25.0771918
14.3,18.269,34.832,25.07742362
18.9,18.276,34.833,25.0766464
23.9,18.28,34.834,25.07663218
29,18.274,34.831,25.07604663
34.2,18.28,34.833,25.07630954
39.1,18.278,34.832,25.07625197
44.2,18.28,34.833,25.07673964
48.9,18.285,34.835,25.07722985
54,18.282,34.833,25.07666418
58.8,18.296,34.839,25.07798296
64.2,18.3,34.839,25.07722095
69.3,18.299,34.84,25.07845504
74.2,18.3,34.839,25.07765222
79,18.3,34.84,25.07862477
88.8,18.302,34.839,25.0777849
98.8,18.303,34.839,25.07796802
109.2,18.303,34.839,25.07841724
119.2,18.304,34.84,25.07936629
129.4,18.308,34.84,25.07881303
139.1,18.304,34.839,25.07946125
149.3,18.308,34.84,25.07967409
159.1,18.31,34.839,25.07883589
169.5,18.313,34.84,25.07930647
179.3,18.315,34.839,25.07846879
189.3,18.312,34.839,25.07964773
199.4,18.285,34.836,25.0844923
209.2,18.266,34.833,25.08733248
219.3,18.129,34.817,25.10939925
229.2,17.786,34.8,25.18089275
239.2,17.761,34.8,25.18739857
249.1,17.455,34.804,25.26494618
259.2,17.382,34.81,25.28750722
269.4,17.32,34.808,25.30125137
279.4,17.205,34.804,25.32606402
289.4,17.193,34.804,25.32932479
299.2,17.154,34.802,25.33746778
309.3,17.141,34.801,25.34019542
319.5,17.103,34.8,25.34886264
329.3,17.062,34.797,25.35667468
339.2,17.001,34.788,25.36459696
349.5,16.923,34.778,25.37573672
359.4,16.843,34.765,25.38496543
369.4,16.773,34.756,25.39486361
379,16.676,34.74,25.40562215
389.4,16.592,34.732,25.41944233
399.5,16.499,34.72,25.43219184
428.9,16.034,34.674,25.50463685
459.1,15.307,34.62,25.62695159
489.3,14.889,34.59,25.69621716
519.2,14.226,34.543,25.80242389
549.4,13.6,34.498,25.89831437
579.4,12.676,34.439,26.03805299
609.4,12.097,34.402,26.12152118
639.4,11.315,34.342,26.22072293
669,10.673,34.33,26.32656382
699.1,9.438,34.218,26.44800824
729.4,8.607,34.145,26.52243793
759,7.625,34.066,26.60607316
789.1,7.136,34.052,26.66382614
819.3,6.527,34.068,26.75823556
849.3,5.885,34.047,26.82328194
879.4,5.585,34.063,26.87264093
909.3,5.352,34.102,26.9313823
939.3,5.142,34.143,26.98847908
969.5,4.851,34.162,27.03667332
999.4,4.678,34.188,27.07664775
1099.2,4.151,34.247,27.18030468
1199.4,3.799,34.319,27.27394886
1299.5,3.433,34.363,27.3451362
1398.9,3.15,34.402,27.40320103
4.5,19.166,34.8,24.82608113
9.5,19.187,34.799,24.82016276
14.3,19.212,34.798,24.81320578
18.9,19.216,34.799,24.81315451
24,19.216,34.799,24.81338886
29,19.22,34.799,24.81259212
33.6,19.221,34.799,24.81254699
39.1,19.222,34.799,24.8125433
43.7,19.223,34.799,24.81249829
49,19.224,34.798,24.81172158
53.9,19.223,34.798,24.81220369
59.4,19.224,34.798,24.81220027
64.3,19.225,34.799,24.81293328
69,19.225,34.799,24.81314972
73.9,19.226,34.799,24.81311886
79,19.226,34.799,24.81335383
88.7,19.23,34.798,24.81201075
99.3,19.228,34.799,24.81377652
109.5,19.224,34.799,24.81527274
119.4,19.188,34.795,24.8218977
129.5,18.894,34.812,24.91026878
139.4,18.524,34.825,25.01388249
149.4,18.339,34.829,25.06355054
159.2,18.171,34.824,25.10181137
169.5,17.891,34.817,25.16577535
179.4,17.813,34.817,25.18525616
189.1,17.754,34.816,25.19927894
199.3,17.709,34.815,25.20988578
209.3,17.578,34.814,25.24130244
219.3,17.472,34.814,25.26730594
229.4,17.392,34.814,25.28696532
239.3,17.341,34.815,25.30037335
249.5,17.294,34.815,25.31204342
259.1,17.268,34.815,25.31864883
269.3,17.235,34.813,25.32540776
279.3,17.218,34.815,25.33140068
289.5,17.201,34.815,25.33586354
299.2,17.191,34.815,25.33863532
309.4,17.172,34.814,25.34280129
319.1,17.159,34.814,25.34628316
329.5,17.123,34.811,25.35295467
339.1,17.103,34.808,25.3557839
349.4,17.056,34.801,25.36196513
359,17.031,34.797,25.36519454
369.1,16.963,34.786,25.37321796
379.3,16.932,34.783,25.37862734
389.5,16.908,34.779,25.38161039
399.1,16.771,34.761,25.40032781
429.3,16.26,34.706,25.47765305
459.4,15.805,34.663,25.54909286
489.7,15.313,34.623,25.62900003
519,14.623,34.572,25.74058361
549.3,14.114,34.535,25.82067681
579.5,12.956,34.437,25.98145651
609,10.278,34.034,26.16263622
639.1,9.48,33.913,26.20145287
669.5,9.907,34.112,26.28739261
699,10.098,34.333,26.42854192
729.4,9.426,34.309,26.52173971
758.9,8.955,34.292,26.5841866
789.1,8.636,34.278,26.62333484
819,8.396,34.274,26.65728796
849.5,8.242,34.272,26.67936819
879.3,7.947,34.266,26.7187323
909.2,7.718,34.263,26.75002378
939.4,7.272,34.258,26.80949743
968.9,6.994,34.257,26.84725737
998.8,6.775,34.258,26.87788315
1099.3,6.258,34.261,26.94886638
1199.2,4.693,34.224,27.10555739
1299.3,3.773,34.314,27.27336826
1399.3,3.37,34.369,27.35662116
4,19.281,34.807,24.80187776
9.4,19.288,34.807,24.80032601
14,19.292,34.807,24.79950917
19.5,19.289,34.807,24.80053511
24.1,19.287,34.808,24.80202596
29.3,19.288,34.807,24.80124507
33.9,19.287,34.808,24.80247869
38.9,19.288,34.807,24.80168866
44,19.289,34.807,24.80166718
49.2,19.274,34.81,24.80805607
54.4,19.272,34.81,24.80881034
58.9,19.272,34.811,24.80978212
64.3,19.274,34.81,24.80875369
68.9,19.267,34.813,24.81305682
74,19.266,34.814,24.8143133
79.3,19.268,34.813,24.81328046
88.8,19.26,34.814,24.81653838
99.2,19.238,34.815,24.82343026
109.2,19.221,34.816,24.82901635
119.4,19.222,34.816,24.82923043
129.3,19.224,34.817,24.82993853
139.5,19.227,34.816,24.82887631
149.5,19.186,34.815,24.83907722
159.3,19.118,34.812,24.85462208
169.1,18.705,34.824,24.96898118
179.4,18.226,34.822,25.08753695
189.4,18.032,34.813,25.12895415
199.4,17.809,34.814,25.18476894
209.2,17.616,34.808,25.22749858
219.2,17.502,34.81,25.25700125
229.1,17.439,34.809,25.27181723
239.6,17.385,34.811,25.28675909
249.2,17.323,34.812,25.30278579
259.3,17.294,34.813,25.31090383
269.5,17.255,34.813,25.32063928
279.2,17.247,34.813,25.32294005
289.3,17.22,34.814,25.33055733
299.5,17.205,34.813,25.33377602
309.1,17.18,34.812,25.33934961
319.2,17.15,34.811,25.34612556
329.1,17.134,34.81,25.34955743
339.4,17.098,34.805,25.35467972
349,17.091,34.804,25.35595526
359.4,17.029,34.794,25.3633805
369,16.935,34.782,25.37674677
379.1,16.889,34.776,25.38336983
389,16.812,34.767,25.39493426
398.9,16.711,34.756,25.41051221
429.1,16.393,34.719,25.45704802
459.3,16.037,34.684,25.51276611
488.8,15.497,34.636,25.59824922
519.4,14.768,34.581,25.71640998
549.2,13.647,34.506,25.89488794
579,12.923,34.454,26.0011472
609.1,12.233,34.405,26.09798104
639.3,11.131,34.327,26.2422872
669.3,10.379,34.284,26.34171594
699.2,9.75,34.24,26.41410858
729.2,8.912,34.185,26.50655185
758.8,8.206,34.147,26.58508167
789.3,7.664,34.13,26.65130469
818.9,7.183,34.11,26.70348079
849.4,7.129,34.163,26.75308132
879.2,6.582,34.158,26.82285862
909.4,6.027,34.145,26.88390456
939.3,5.461,34.116,26.92999486
969.4,5.162,34.147,26.98967305
999.6,4.985,34.161,27.02119698
1099.1,4.273,34.239,27.16130737
1199.3,3.86,34.302,27.25436887
1299,3.492,34.353,27.33157788
1399.3,3.207,34.386,27.3852403
4.3,18.713,34.828,24.96269869
8.8,18.716,34.828,24.96214085
14.1,18.714,34.827,24.96211596
18.6,18.713,34.827,24.96256792
24.2,18.714,34.828,24.96332869
29.1,18.713,34.828,24.96379844
34.2,18.714,34.828,24.96377237
39.3,18.714,34.828,24.96399871
43.7,18.718,34.828,24.96318467
49,18.715,34.828,24.96417702
54.3,18.719,34.828,24.96340313
58.6,18.716,34.828,24.96435109
63.8,18.717,34.828,24.96432983
68.6,18.718,34.828,24.96429087
74.2,18.722,34.827,24.9627659
79,18.716,34.828,24.96525766
89.3,18.715,34.828,24.96596784
98.6,18.702,34.828,24.96965877
109.3,18.695,34.828,24.97189827
119.3,18.69,34.828,24.97360223
129.5,18.685,34.828,24.9753147
139.1,18.655,34.829,24.98405553
149.2,18.624,34.831,24.9938254
159.5,18.617,34.831,24.99603966
168.9,18.607,34.831,24.99896643
179,18.564,34.828,25.00790226
188.8,18.157,34.819,25.10271158
199.1,17.989,34.812,25.13916664
208.9,17.824,34.809,25.17767421
219.4,17.679,34.802,25.20804213
229.1,17.456,34.785,25.24931863
239.4,17.376,34.788,25.2712693
249.3,17.286,34.787,25.29246729
259.2,17.255,34.789,25.30181051
269.7,17.186,34.79,25.31946101
279.4,17.16,34.795,25.32987728
289.5,17.11,34.792,25.33986613
299.6,17.021,34.779,25.3513913
309,17.02,34.788,25.35890878
319.1,16.965,34.779,25.36540027
329.1,16.902,34.772,25.37527661
339.4,16.818,34.764,25.38928821
349.2,16.736,34.756,25.40274256
359.5,16.623,34.745,25.42106974
368.9,16.512,34.734,25.43877415
379.5,16.462,34.727,25.44537931
389.4,16.366,34.717,25.46023795
399.5,16.282,34.708,25.47302594
429.4,15.64,34.648,25.57350371
458.8,15.222,34.616,25.64257358
489.1,14.664,34.575,25.73313552
519.4,14.117,34.537,25.82065993
548.9,13.636,34.502,25.89403511
579.4,12.862,34.45,26.01009666
609.5,11.854,34.383,26.15251513
639.3,11.276,34.343,26.2285743
669,10.506,34.293,26.32680089
698.8,9.426,34.209,26.44290592
729.4,8.397,34.148,26.55673614
758.9,7.899,34.135,26.62085988
789,7.066,34.102,26.71278323
818.7,6.377,34.072,26.78079756
849.2,5.795,34.082,26.86198343
879.3,5.268,34.101,26.94004741
909.4,5.052,34.134,26.99129203
939,4.96,34.152,27.01625631
969.3,4.95,34.166,27.02879057
999.1,4.772,34.183,27.06237126
1099.1,4.269,34.251,27.17126664
1198.8,3.708,34.321,27.28446695
1299.4,3.343,34.372,27.36074712
1398.8,3.054,34.417,27.42383543
4.5,18.707,34.821,24.9588686
9,18.708,34.82,24.95805083
14.3,18.71,34.821,24.95854576
19.4,18.707,34.821,24.95952887
24.4,18.707,34.821,24.95975052
29,18.71,34.821,24.95919755
33.9,18.705,34.821,24.96067632
39.4,18.705,34.821,24.96092023
43.8,18.708,34.821,24.96035867
49.3,18.71,34.821,24.96009822
54.1,18.711,34.821,24.96005904
58.8,18.713,34.821,24.95976323
64.1,18.713,34.821,24.95999863
69.2,18.701,34.822,24.96401603
73.7,18.709,34.821,24.96143388
79.2,18.708,34.822,24.96269519
88.6,18.706,34.822,24.9636171
98.7,18.691,34.823,24.9686109
109.3,18.675,34.824,24.97387599
118.8,18.673,34.825,24.97556597
129.1,18.674,34.824,24.97500661
138.7,18.66,34.825,24.9797204
149.5,18.644,34.826,24.98498785
159.5,18.59,34.821,24.99516638
169.3,18.215,34.814,25.08370106
179.2,18.091,34.811,25.11246132
189,17.97,34.806,25.13880696
199.2,17.83,34.8,25.16890687
208.8,17.753,34.797,25.18578015
218.8,17.668,34.794,25.2045546
229.1,17.49,34.79,25.24496222
239.1,17.381,34.791,25.27235808
249,17.368,34.792,25.27664626
259.3,17.325,34.788,25.2843025
269,17.218,34.779,25.3033631
278.8,17.134,34.785,25.32836389
288.8,17.074,34.786,25.34377849
299.4,17.01,34.78,25.35475431
309.1,16.957,34.776,25.36459233
318.8,16.892,34.77,25.37569249
328.8,16.776,34.758,25.39412013
339,16.699,34.752,25.40792738
349.3,16.658,34.746,25.41328731
359.4,16.495,34.73,25.4392797
369.3,16.46,34.726,25.44468672
379.5,16.352,34.713,25.46001649
389.1,16.132,34.689,25.4923818
399.4,15.781,34.663,25.55233704
429.2,15.368,34.626,25.61706432
459,14.658,34.574,25.73266555
489.4,14.004,34.523,25.83249748
519.3,13.365,34.479,25.93046504
549.5,12.409,34.417,26.07197269
579.4,11.473,34.348,26.1951223
609.1,10.994,34.316,26.25755622
639.1,10.43,34.281,26.32993648
669,9.749,34.232,26.40741754
699.4,8.659,34.152,26.5194226
729.2,7.957,34.122,26.60171218
759.3,7.284,34.072,26.65874525
789.4,6.797,34.097,26.74512922
819.2,6.051,34.064,26.81580021
849,5.442,34.045,26.87502403
879.1,5.162,34.096,26.94830506
909.4,5.115,34.165,27.00869982
939.1,4.882,34.177,27.04482451
969.4,4.577,34.201,27.0976476
999.5,4.444,34.222,27.12886966
1099.4,3.881,34.291,27.24267543
1199.1,3.501,34.351,27.32833299
1299.3,3.197,34.391,27.38938544
1398.8,2.97,34.424,27.43691246
4.6,18.754,34.805,24.93476681
9.1,18.747,34.805,24.93673578
13.9,18.749,34.805,24.93644371
19.5,18.749,34.805,24.93669261
24.3,18.754,34.805,24.93564266
29.5,18.757,34.805,24.93511589
34.5,18.761,34.805,24.93432758
39.2,18.762,34.805,24.93428411
44.4,18.756,34.805,24.93603167
49.1,18.761,34.804,24.93421296
53.8,18.769,34.805,24.93316549
58.8,18.77,34.805,24.93313566
64,18.771,34.804,24.93235011
69.5,18.766,34.805,24.93462345
74.6,18.773,34.804,24.93231754
79.4,18.772,34.805,24.9335491
89.4,18.77,34.804,24.93373595
99.3,18.776,34.804,24.93266222
109.2,18.776,34.805,24.93386923
119.3,18.773,34.804,24.93431359
129.2,18.758,34.809,24.94236667
139.2,18.736,34.811,24.9498929
149.3,18.567,34.822,25.00124949
159.1,18.467,34.828,25.03129828
169.4,18.389,34.831,25.05350362
179,18.379,34.833,25.05794334
189.4,18.371,34.834,25.06115341
199.3,18.371,34.834,25.06158461
209.4,18.364,34.834,25.06376645
219.3,18.343,34.833,25.06865437
228.9,18.142,34.819,25.10813459
239.1,17.656,34.793,25.20753875
249,17.555,34.791,25.23085848
258.9,17.412,34.783,25.25957986
268.9,17.316,34.794,25.29144838
279,17.251,34.797,25.30969982
289.2,17.193,34.803,25.32854938
299.4,17.17,34.805,25.33597036
309.5,17.085,34.788,25.34352581
319.1,17.05,34.786,25.35066937
329,17.032,34.784,25.3537889
339.2,16.982,34.779,25.36217731
349.1,16.855,34.765,25.38174306
359.4,16.717,34.75,25.4029718
369.2,16.623,34.739,25.41683183
379.4,16.471,34.723,25.44021784
389.4,16.311,34.708,25.46598192
399.3,16.134,34.691,25.49384045
429.4,15.547,34.643,25.59042059
459.3,15.156,34.609,25.65168013
489.2,14.637,34.57,25.73506746
519.1,13.662,34.501,25.88704476
549.4,12.897,34.453,26.00468152
579.2,12.233,34.407,26.0987516
609,11.493,34.358,26.19995014
639.4,11.069,34.326,26.25263601
669.4,9.805,34.233,26.39892401
699.2,8.785,34.169,26.51327394
729.3,7.827,34.126,26.62377795
759.1,7.208,34.081,26.67634353
789.2,6.589,34.073,26.75369264
818.7,6.238,34.089,26.81199069
849.4,5.386,34.038,26.87606478
879.4,5.177,34.08,26.93390393
909.2,5.148,34.143,26.9874797
939,5.004,34.173,27.02795674
969.2,4.68,34.181,27.07058102
999.2,4.505,34.212,27.11440841
1099.4,3.955,34.278,27.22491273
1199.1,3.548,34.345,27.31906285
1299,3.25,34.387,27.38132711
1399,2.978,34.426,27.43780243
4.3,18.573,34.834,25.00254574
9.5,18.579,34.834,25.00126643
14,18.565,34.832,25.00345087
18.8,18.565,34.832,25.00366147
24,18.562,34.831,25.00387793
29.1,18.566,34.832,25.00386242
34.1,18.574,34.833,25.00283798
39.5,18.577,34.833,25.00232179
44.1,18.579,34.833,25.00202167
49.3,18.584,34.836,25.00328946
54.5,18.599,34.836,24.99974954
59.1,18.597,34.836,25.00045476
63.8,18.601,34.838,25.00118665
69.2,18.602,34.838,25.00117337
74.4,18.607,34.837,24.99938115
78.9,18.602,34.837,25.00083606
89.2,18.605,34.837,25.00053664
99,18.607,34.837,25.00046668
109.6,18.605,34.836,25.00067214
119.5,18.587,34.831,25.00180362
129.1,18.579,34.828,25.00193947
139.4,18.578,34.828,25.00264467
149.5,18.557,34.827,25.00759048
159.2,18.562,34.827,25.00676488
169.2,18.563,34.827,25.00695532
179.4,18.548,34.827,25.0111633
189,18.524,34.826,25.0168293
199.3,18.511,34.825,25.01976941
209.2,18.483,34.823,25.0256725
219.2,18.38,34.817,25.04719995
229.2,18.134,34.811,25.10399491
239.4,18.043,34.803,25.12071577
249.5,17.761,34.793,25.18246312
259,17.711,34.788,25.1911831
269,17.569,34.783,25.22216422
279.2,17.487,34.778,25.23853022
289.4,17.439,34.772,25.24589539
299.6,17.341,34.762,25.26215379
309.3,17.282,34.761,25.27589225
319.3,17.174,34.757,25.29897684
329.4,17.069,34.75,25.31894098
339.2,16.957,34.741,25.33890348
349.3,16.881,34.75,25.3641171
359.4,16.68,34.726,25.39317662
369.3,16.56,34.715,25.41304653
379.2,16.459,34.71,25.4329947
389,16.328,34.698,25.45436664
398.9,16.173,34.683,25.47875963
429.2,15.739,34.648,25.55130233
459,15.109,34.605,25.65887676
489.3,14.631,34.571,25.73712797
519.3,14.158,34.54,25.81438732
549,13.627,34.502,25.8958792
579.1,12.928,34.452,25.99861126
609.2,11.909,34.382,26.14142584
638.8,10.879,34.319,26.28102177
669.1,9.88,34.258,26.40597014
699.4,8.592,34.154,26.53127619
729.2,7.852,34.117,26.61307784
759.4,7.391,34.114,26.67689598
788.8,6.748,34.086,26.74296831
819.6,6.068,34.068,26.81684167
849.2,5.68,34.088,26.88068312
879.3,5.404,34.114,26.93447204
909,5.105,34.128,26.98050123
939.2,4.833,34.156,27.03361104
969.2,4.714,34.186,27.0708334
999.6,4.532,34.214,27.11310484
1098.9,3.984,34.28,27.22357809
1199,3.57,34.338,27.31137297
1299,3.201,34.392,27.38981552
